success,score,label,jpos_kp,jpos_kd,ee_kp,ee_kd,cart_jpos_weight,cart_ee_weight,friction_enabled,gamma_c,gamma_v,max_f_c,max_f_v,observer_enabled,observer_k,max_tau_dist,cart_pos_rms_mm,cart_pos_hold_mm,cart_ori_rms_deg,joint_rms_mrad,joint_hold_mrad,max_tau_ratio,fail_reason
1,139.723,"j(150,22) ee(2400,150) w(j=0.5,ee=140) fric+obsfric(gc=10,gv=4,mfc=8,mfv=5) obs(Ko=100,max=20)",150,22,2400,150,0.5,140,1,10,4,8,5,1,100,20,25.831,35.2924,10.8588,46.7374,26.4328,1,""
1,259.766,"j(150,22) ee(2400,150) w(j=1,ee=80) baseline",150,22,2400,150,1,80,0,0,0,0,0,0,0,0,6.13875,1.46802,3.00534,133.64,117.016,0.868735,""
1,106.511,"j(150,22) ee(2400,150) w(j=1,ee=80) obsobs(Ko=50,max=20)",150,22,2400,150,1,80,0,0,0,0,0,1,50,20,6.11407,7.17973,2.82232,53.2267,38.5792,1,""
1,131.1,"j(150,22) ee(2400,150) w(j=1,ee=80) obsobs(Ko=100,max=20)",150,22,2400,150,1,80,0,0,0,0,0,1,100,20,24.4094,27.2489,14.6969,45.6065,26.4866,1,""
1,152.437,"j(150,22) ee(2400,150) w(j=1,ee=80) fric+obsfric(gc=5,gv=2,mfc=8,mfv=5) obs(Ko=50,max=20)",150,22,2400,150,1,80,1,5,2,8,5,1,50,20,18.5641,18.0067,9.44286,69.8487,41.2965,1,""
1,106.401,"j(150,22) ee(2400,150) w(j=1,ee=80) fric+obsfric(gc=5,gv=4,mfc=8,mfv=5) obs(Ko=50,max=20)",150,22,2400,150,1,80,1,5,4,8,5,1,50,20,6.75419,5.97245,3.54718,53.254,38.6472,1,""
1,110.8,"j(150,22) ee(2400,150) w(j=1,ee=80) fric+obsfric(gc=10,gv=2,mfc=8,mfv=5) obs(Ko=50,max=20)",150,22,2400,150,1,80,1,10,2,8,5,1,50,20,10.1126,5.94183,4.60935,53.5864,38.8548,1,""
1,109.084,"j(150,22) ee(2400,150) w(j=1,ee=80) fric+obsfric(gc=10,gv=4,mfc=8,mfv=5) obs(Ko=50,max=20)",150,22,2400,150,1,80,1,10,4,8,5,1,50,20,8.4665,6.15253,4.19215,53.5755,38.7937,1,""
1,85.3677,"j(150,22) ee(2400,150) w(j=1,ee=80) fric+obsfric(gc=5,gv=2,mfc=8,mfv=5) obs(Ko=100,max=20)",150,22,2400,150,1,80,1,5,2,8,5,1,100,20,6.37597,4.99549,3.35578,45.7574,26.5609,1,""
1,116.949,"j(150,22) ee(2400,150) w(j=1,ee=80) fric+obsfric(gc=5,gv=4,mfc=8,mfv=5) obs(Ko=100,max=20)",150,22,2400,150,1,80,1,5,4,8,5,1,100,20,19.3497,20.1491,10.4549,45.627,26.5956,1,""
1,116.008,"j(150,22) ee(2400,150) w(j=1,ee=80) fric+obsfric(gc=10,gv=2,mfc=8,mfv=5) obs(Ko=100,max=20)",150,22,2400,150,1,80,1,10,2,8,5,1,100,20,19.5273,19.5817,9.65127,45.5469,26.5265,1,""
